label,score
0,-5.943535327911377
0,-6.047739028930664
0,-0.5036149024963379
0,-5.086806774139404
1,-2.6827232837677
1,-0.022817444056272507
1,-0.012531468644738197
1,-0.020084230229258537
0,-0.6778453588485718
1,-0.014001828618347645
1,-0.01233637984842062
0,-5.853891372680664
0,-4.314945220947266
0,-6.082036018371582
0,-5.179847717285156
1,-0.017015542834997177
0,-6.321685314178467
0,-5.779607772827148
0,-5.648508548736572
0,-6.263419151306152
0,-5.465819358825684
1,-0.020166831091046333
1,-0.024484852328896523
0,-6.315743923187256
1,-0.03321562334895134
1,-0.015087065286934376
0,-3.1278555393218994
1,-0.01280643604695797
0,-6.078726291656494
1,-0.04869542643427849
0,-6.203097820281982
1,-0.012277386151254177
0,-5.974699974060059
1,-0.05083411559462547
1,-0.053407713770866394
0,-5.362969398498535
1,-0.017343876883387566
1,-0.0220139492303133
0,-6.328723430633545
1,-0.013642760924994946
1,-0.031394876539707184
1,-0.028584372252225876
1,-0.017997413873672485
1,-0.015467447228729725
1,-0.16573773324489594
0,-4.633598804473877
1,-0.024883423000574112
0,-5.366677284240723
1,-0.015212701633572578
1,-0.02816525474190712
1,-0.15243828296661377
1,-0.012529702857136726
1,-0.025437690317630768
1,-0.022548595443367958
1,-0.16981585323810577
1,-0.0646379217505455
0,-5.813787937164307
1,-0.02942022681236267
0,-4.468749523162842
0,-5.6299872398376465
1,-0.012668490409851074
1,-0.015043851919472218
1,-0.011008599773049355
0,-5.481342792510986
1,-0.012813026085495949
1,-0.01312615443021059
0,-6.143290042877197
0,-2.3232057094573975
0,-6.253998756408691
1,-0.11883502453565598
0,-5.780357360839844
0,-6.021387577056885
1,-0.013487289659678936
0,-4.537012100219727
1,-0.015343604609370232
1,-0.013955982401967049
1,-0.012961777858436108
1,-0.010255851782858372
1,-0.012446585111320019
1,-0.10726676136255264
0,-5.6183695793151855
1,-0.01283397525548935
1,-0.017061013728380203
0,-6.306204319000244
0,-5.722641468048096
1,-0.011440153233706951
1,-0.023083657026290894
1,-0.06443317979574203
1,-0.019182177260518074
1,-2.112431764602661
1,-0.02425159141421318
0,-6.05194616317749
1,-0.037888772785663605
0,-5.8981099128723145
0,-6.279124736785889
0,-6.322452068328857
1,-0.023556023836135864
0,-6.293558597564697
0,-5.300006866455078
0,-6.323949813842773
0,-5.146775245666504
1,-0.011783990077674389
1,-0.013923653401434422
0,-2.188446283340454
1,-0.01231812871992588
1,-0.02767302840948105
0,-2.6237595081329346
0,-5.142247676849365
0,-6.14429235458374
0,-6.146320819854736
0,-6.317324638366699
0,-6.256820201873779
1,-0.020905153825879097
1,-0.039881955832242966
0,-3.9604134559631348
1,-0.019891075789928436
0,-0.19333280622959137
0,-1.2489253282546997
0,-5.994318008422852
0,-5.875528335571289
0,-1.346672773361206
0,-4.80111837387085
0,-5.63639497756958
1,-0.01712019369006157
0,-4.827803134918213
0,-3.197009325027466
0,-2.670457363128662
0,-5.320406913757324
0,-3.525527000427246
1,-0.012830091640353203
0,-5.576024055480957
0,-6.133007049560547
0,-1.706302523612976
1,-0.012623878195881844
1,-0.021681543439626694
1,-0.014129246585071087
1,-0.025703785941004753
1,-0.019053880125284195
1,-0.01441129483282566
0,-5.492528438568115
0,-5.607136249542236
0,-6.31881046295166
1,-0.025518223643302917
1,-0.03393377736210823
1,-0.01267614122480154
1,-0.03309914842247963
1,-0.01905072294175625
0,-6.325321197509766
0,-5.81467342376709
0,-6.305043697357178
0,-5.718343257904053
0,-4.318636417388916
0,-2.876708745956421
1,-2.0542140007019043
1,-0.012495797127485275
0,-3.1948068141937256
0,-5.573296546936035
1,-0.1512274146080017
0,-6.3165669441223145
0,-0.013263566419482231
0,-6.324615955352783
1,-0.7829574942588806
0,-1.209307312965393
0,-1.496166706085205
1,-0.012944596819579601
0,-5.426662921905518
0,-4.880967617034912
0,-6.126368522644043
1,-0.054235052317380905
1,-0.011260646395385265
0,-5.862879276275635
0,-6.318490982055664
0,-4.651832580566406
1,-0.018382541835308075
1,-0.01716296561062336
1,-0.06896936148405075
1,-0.08770298957824707
0,-0.09262938797473907
1,-0.010910026729106903
1,-0.036076292395591736
1,-0.027936792001128197
0,-2.53855562210083
1,-0.020769840106368065
0,-0.6666430234909058
0,-1.2763776779174805
0,-2.6168222427368164
0,-6.105914115905762
1,-0.012726048938930035
0,-5.363162517547607
1,-0.03224258869886398
0,-6.2202653884887695
0,-5.986519813537598
0,-5.013209342956543
1,-0.026490161195397377
0,-2.0756490230560303
0,-6.1919426918029785
0,-5.751225471496582
0,-6.121424198150635
0,-6.294345855712891
1,-0.04125948250293732
0,-0.5743667483329773
0,-6.185687065124512
1,-0.022684719413518906
0,-3.4868617057800293
0,-2.0718822479248047
0,-5.7576398849487305
1,-0.042061612010002136
1,-0.012991078197956085
0,-6.266783237457275
0,-2.5751986503601074
0,-4.755255222320557
0,-5.179969310760498
1,-0.01500639133155346
0,-6.324307441711426
0,-6.321673393249512
0,-5.646076679229736
1,-0.015567449852824211
0,-5.635690212249756
1,-0.09919849783182144
0,-1.7415120601654053
0,-6.24631929397583
0,-6.332418918609619
0,-6.310515403747559
0,-6.133677959442139
0,-6.299744129180908
1,-0.02795162983238697
1,-0.01867392472922802
0,-6.066956043243408
0,-4.408928394317627
0,-6.237034320831299
1,-0.1633175164461136
0,-5.765284538269043
0,-5.611141681671143
1,-0.05178799107670784
0,-6.146603584289551
1,-0.03673815727233887
1,-0.14860093593597412
0,-5.690159797668457
0,-5.6905317306518555
0,-4.144275665283203
1,-0.02732335962355137
0,-5.896230697631836
0,-3.446397542953491
1,-0.024580003693699837
0,-6.329766750335693
0,-5.79887580871582
0,-2.1414973735809326
1,-0.21519790589809418
0,-6.299541473388672
0,-5.278614044189453
1,-0.02451532892882824
1,-0.01146949827671051
1,-0.0267963670194149
0,-3.5415384769439697
1,-0.015813423320651054
0,-5.8369903564453125
0,-5.579525947570801
1,-0.01911703683435917
1,-0.011202415451407433
1,-0.05944226309657097
0,-5.654213905334473
0,-5.008436679840088
0,-5.365049362182617
0,-2.019174337387085
1,-0.11794038116931915
1,-0.09337497502565384
1,-3.09932017326355
1,-0.044865209609270096
0,-4.4316487312316895
1,-0.024753645062446594
1,-0.026808088645339012
1,-0.015440567396581173
1,-0.014124545268714428
1,-0.047067709267139435
1,-0.012077772058546543
1,-0.011797185055911541
1,-0.01220802590250969
1,-0.012999550439417362
0,-5.376870155334473
1,-0.019960256293416023
1,-0.012969661504030228
1,-0.015413803048431873
0,-5.873466491699219
1,-0.015215636231005192
1,-0.04230549558997154
1,-0.015967242419719696
0,-2.2350752353668213
1,-0.026048678904771805
1,-0.012156915850937366
1,-0.04190203920006752
1,-0.02045419067144394
0,-5.923495292663574
1,-0.011411042883992195
1,-0.017326654866337776
1,-0.018393076956272125
0,-2.174818992614746
1,-0.01688743568956852
1,-0.015479889698326588
1,-0.034547314047813416
1,-0.01744626834988594
0,-4.192714214324951
0,-2.8205010890960693
0,-3.8343076705932617
0,-5.617355823516846
0,-0.913068413734436
1,-0.11671891063451767
1,-0.6280146837234497
0,-5.830959796905518
0,-5.811733722686768
1,-0.015162918716669083
0,-5.432931423187256
0,-5.517509937286377
1,-0.02554192952811718
0,-5.302305221557617
1,-0.019998233765363693
1,-0.046522460877895355
0,-6.283664703369141
1,-0.015270465053617954
1,-0.09527476131916046
1,-0.025977015495300293
0,-5.786437034606934
0,-5.463768005371094
0,-2.988481044769287
0,-5.066150665283203
1,-0.032062966376543045
0,-5.675578594207764
0,-5.260596752166748
1,-0.06653270870447159
1,-0.05843190848827362
0,-5.699211597442627
1,-0.019775845110416412
0,-5.4310126304626465
0,-2.384425163269043
1,-0.026361636817455292
0,-1.3083686828613281
0,-5.818143367767334
0,-6.081628799438477
0,-5.360381126403809
1,-0.010229303501546383
1,-0.0346965529024601
1,-0.01525473315268755
0,-0.8061736822128296
0,-3.4445343017578125
1,-0.0867772027850151
0,-3.4661872386932373
0,-5.397323131561279
1,-0.11121464520692825
0,-5.759850025177002
1,-0.9229820966720581
1,-0.010232134722173214
1,-0.01273311022669077
0,-5.920143127441406
0,-6.167109966278076
1,-0.3946632742881775
1,-0.04894905164837837
1,-2.191481351852417
1,-0.10862890630960464
1,-0.01419964898377657
1,-0.15956474840641022
1,-0.04867158457636833
1,-0.05372047424316406
0,-5.779623985290527
1,-0.1321401447057724
1,-0.03183954954147339
1,-0.05510232597589493
0,-5.606952667236328
0,-5.453669548034668
1,-0.04105401411652565
1,-0.07879268378019333
1,-0.018246300518512726
1,-0.1541326642036438
0,-5.045226573944092
0,-1.9673848152160645
1,-0.13923944532871246
0,-5.532887935638428
0,-5.610069751739502
0,-6.203505039215088
0,-5.853865623474121
1,-0.0647839680314064
1,-0.019935015588998795
1,-0.01168761495500803
0,-3.2334678173065186
0,-5.89204740524292
0,-6.18269681930542
1,-0.015794765204191208
0,-6.309268951416016
0,-1.7077445983886719
0,-5.988051891326904
1,-0.019600048661231995
1,-0.022078201174736023
1,-0.03537728264927864
1,-0.014845611527562141
0,-6.282630920410156
1,-0.05858830735087395
1,-0.24647748470306396
0,-1.7375702857971191
0,-6.2888641357421875
0,-6.269517421722412
1,-0.013627591542899609
1,-0.05779043957591057
1,-0.011101503856480122
1,-0.01227161567658186
1,-0.08146047592163086
0,-6.1345744132995605
0,-0.17196489870548248
0,-6.216825008392334
1,-0.04551262781023979
1,-0.013487172313034534
0,-6.164791584014893
1,-0.013288034126162529
1,-0.0821281224489212
0,-0.8789048194885254
0,-6.00925874710083
0,-1.4064818620681763
0,-5.455440521240234
0,-5.553915023803711
0,-5.739469528198242
0,-6.326554775238037
0,-5.546086311340332
1,-0.015072034671902657
1,-0.031007910147309303
1,-0.013484702445566654
1,-0.030603913590312004
1,-0.039892036467790604
0,-6.269674777984619
0,-6.327679634094238
1,-0.13044573366641998
0,-6.326737403869629
0,-5.436403274536133
1,-0.04911681264638901
0,-6.157892227172852
1,-0.10039141029119492
1,-0.014460762962698936
0,-1.9150556325912476
0,-4.964210033416748
0,-5.841552734375
1,-0.016608664765954018
1,-0.02337902970612049
1,-0.013308621011674404
0,-2.194091558456421
0,-6.209860324859619
0,-6.135687828063965
1,-0.02158716693520546
1,-0.3798823356628418
0,-1.3685439825057983
1,-0.03341970965266228
0,-6.272088050842285
0,-0.5874007344245911
0,-5.636157512664795
0,-4.175796031951904
0,-0.7405292391777039
0,-1.2206743955612183
0,-5.845452308654785
1,-0.5786242485046387
1,-0.04484104365110397
1,-0.01239030621945858
0,-1.6331732273101807
1,-0.030483318492770195
0,-6.078387260437012
1,-0.4484160244464874
0,-3.9897067546844482
0,-5.168482780456543
1,-0.02224983088672161
0,-5.739296913146973
0,-0.603115439414978
1,-0.05145888775587082
1,-0.03152009844779968
1,-0.03744666650891304
1,-0.034037020057439804
1,-0.0427277535200119
1,-0.11792289465665817
0,-0.10913972556591034
0,-0.5451779365539551
0,-1.1989879608154297
0,-2.3636209964752197
1,-0.05585600435733795
1,-0.014378158375620842
0,-5.613550186157227
1,-0.22430959343910217
1,-0.3751451075077057
1,-0.013501990586519241
0,-5.339723110198975
1,-0.04732822626829147
1,-0.013214274309575558
1,-0.5806494951248169
0,-5.568962574005127
1,-0.021584484726190567
0,-6.273769855499268
1,-0.13691093027591705
1,-0.046617697924375534
1,-0.5735082626342773
1,-0.03286316245794296
1,-0.011852554976940155
1,-0.020588964223861694
0,-5.622025012969971
0,-5.378608703613281
0,-6.038357734680176
0,-5.602017402648926
0,-4.871367454528809
1,-0.14878955483436584
0,-4.507540225982666
0,-5.423245906829834
0,-5.8930535316467285
0,-3.0019211769104004
0,-6.057461738586426
0,-6.246006488800049
0,-0.24432998895645142
0,-6.083123207092285
0,-0.6348584294319153
0,-6.242722511291504
1,-0.05951415374875069
1,-0.01337472815066576
1,-0.0253733042627573
0,-2.5166409015655518
1,-0.09317982941865921
1,-0.013290151953697205
1,-0.1091780960559845
1,-0.024251708760857582
1,-0.017613541334867477
1,-0.06104280427098274
0,-5.393232822418213
0,-4.039609432220459
1,-0.018025746569037437
1,-0.011303198523819447
1,-0.0109567204490304
1,-0.9039314985275269
0,-6.324604034423828
0,-0.5540122985839844
0,-6.204334259033203
1,-0.015356517396867275
0,-0.012070116586983204
0,-3.1535825729370117
1,-0.013938231393694878
1,-0.013636881485581398
1,-0.030634203925728798
0,-5.221102714538574
0,-1.6400502920150757
1,-0.010781371966004372
1,-0.0192110612988472
1,-0.021380769088864326
1,-0.02592904306948185
0,-1.2027671337127686
1,-0.14423923194408417
0,-6.190218925476074
1,-0.07689518481492996
0,-5.46976375579834
0,-5.007320404052734
0,-1.5885822772979736
0,-1.493638515472412
1,-0.047768596559762955
0,-1.8877849578857422
0,-5.543812274932861
1,-0.015075675211846828
1,-0.012418681755661964
0,-0.14430321753025055
1,-0.04183310270309448
0,-5.417727470397949
0,-6.17567777633667
0,-6.329631805419922
1,-0.014836450107395649
1,-0.015522262081503868
1,-0.016855554655194283
1,-0.029888108372688293
1,-0.02657397650182247
1,-0.018606996163725853
1,-0.02844962850213051
1,-0.019237373024225235
1,-0.015385865233838558
1,-0.6373424530029297
1,-0.03887903690338135
1,-0.06107084080576897
1,-0.014347841031849384
0,-2.0832691192626953
1,-0.027426475659012794
0,-5.06993293762207
0,-5.938249111175537
0,-5.92196798324585
0,-4.046875476837158
0,-1.5640718936920166
1,-0.1328754425048828
0,-5.957225799560547
1,-0.011530661024153233
1,-0.14350470900535583
1,-0.0213822852820158
0,-3.3540940284729004
1,-1.737139344215393
1,-0.933386504650116
0,-6.270375728607178
1,-0.04739382863044739
0,-1.769529938697815
0,-6.289432525634766
1,-0.017374806106090546
0,-5.700761318206787
1,-0.012569139711558819
0,-6.31288480758667
0,-4.467302322387695
1,-0.01533045619726181
0,-3.417922258377075
0,-5.641628265380859
0,-3.1125683784484863
1,-0.09614778310060501
1,-0.027078578248620033
0,-6.160422325134277
1,-0.013195098377764225
1,-0.020313559100031853
1,-0.04172048717737198
0,-1.7688353061676025
1,-0.026972990483045578
1,-0.010693863965570927
1,-0.03617103770375252
1,-0.015228081494569778
1,-0.015987537801265717
0,-6.26560115814209
1,-0.03800836205482483
0,-6.099863529205322
0,-6.274909496307373
0,-5.1172332763671875
0,-1.985044240951538
1,-0.07840346544981003
1,-0.010951532050967216
0,-0.058881133794784546
1,-0.03886057808995247
1,-0.020517025142908096
0,-5.574948310852051
0,-6.050163269042969
0,-5.682279586791992
0,-6.251946926116943
1,-0.01158910896629095
0,-3.6312685012817383
1,-0.015268703922629356
0,-1.386398434638977
1,-0.014176378026604652
1,-0.022785166278481483
1,-0.036998625844717026
1,-0.012802669778466225
1,-0.06902377307415009
1,-0.01913972571492195
1,-0.019987132400274277
1,-0.0557841919362545
0,-5.816477298736572
1,-0.011148777790367603
1,-0.04047410935163498
1,-0.5873181819915771
0,-2.1684794425964355
1,-0.019949037581682205
0,-5.773949146270752
0,-0.10460883378982544
1,-0.011555289849638939
1,-0.011030882596969604
0,-2.516151189804077
0,-0.8367027640342712
1,-0.02165517956018448
1,-0.1499585509300232
1,-0.15313038229942322
1,-0.6598448157310486
0,-1.513443112373352
1,-0.011260646395385265
0,-5.479706287384033
0,-4.178836345672607
1,-0.029135897755622864
0,-2.1019341945648193
1,-0.08348292112350464
0,-6.26704740524292
0,-1.5234123468399048
0,-2.7054591178894043
1,-0.018272286280989647
0,-6.219513893127441
1,-0.012229223735630512
1,-0.03089164011180401
1,-0.013417660258710384
1,-0.09630380570888519
1,-0.017221320420503616
0,-1.7982382774353027
0,-5.917016983032227
0,-2.295471668243408
0,-0.7349092364311218
0,-4.756818771362305
1,-0.04356888309121132
1,-0.36984312534332275
0,-6.195318698883057
1,-2.7006847858428955
0,-5.8146209716796875
1,-0.013451534323394299
1,-0.021133361384272575
0,-6.308807849884033
0,-6.30983304977417
0,-6.323124885559082
0,-6.300387859344482
0,-5.679594039916992
1,-0.01153395976871252
1,-0.06667490303516388
1,-0.04113593325018883
0,-1.1040732860565186
1,-0.01542965043336153
1,-0.26992425322532654
1,-0.09372888505458832
1,-0.06379901617765427
0,-0.5481234788894653
0,-4.331308841705322
1,-0.03816523030400276
1,-0.05135776475071907
1,-0.011468084529042244
0,-1.4375215768814087
1,-0.01936950534582138
0,-5.818620681762695
1,-0.027614468708634377
0,-1.574873685836792
0,-5.736786842346191
1,-0.01513873040676117
1,-0.011539027094841003
0,-0.0796380490064621
0,-6.011581897735596
1,-0.012575496919453144
0,-5.234870433807373
0,-0.07477717101573944
1,-0.0168604776263237
1,-0.056766025722026825
1,-0.024276258423924446
1,-0.03250768780708313
0,-2.9698212146759033
0,-5.980578899383545
0,-6.185164451599121
0,-5.76798152923584
0,-6.043231010437012
0,-5.99609899520874
0,-5.760685443878174
1,-0.9230067729949951
0,-4.977174282073975
0,-4.747809410095215
0,-6.325037479400635
1,-0.015112193301320076
0,-1.1614742279052734
0,-1.8194329738616943
0,-0.41384321451187134
0,-4.734564781188965
1,-0.05049959570169449
1,-0.02965286374092102
1,-0.05297241732478142
0,-2.8070197105407715
1,-0.04852611944079399
1,-0.08882209658622742
0,-5.235035419464111
0,-5.2833781242370605
1,-0.011536081321537495
1,-0.03134947642683983
0,-0.44722217321395874
1,-0.010618378408253193
0,-5.823395252227783
1,-0.025555988773703575
1,-0.013793034479022026
0,-5.1568379402160645
1,-0.03685501590371132
1,-0.05409706011414528
0,-5.142481327056885
0,-5.684090614318848
1,-0.025510670617222786
1,-0.04219956323504448
1,-0.01385346706956625
1,-0.022453952580690384
1,-0.07922041416168213
0,-6.223581314086914
0,-2.8287339210510254
0,-3.021003246307373
0,-6.219438552856445
1,-0.031267907470464706
0,-0.6395153999328613
0,-2.7252087593078613
0,-4.943918704986572
0,-6.253117561340332
0,-0.8270695209503174
1,-0.013587725348770618
1,-1.2737133502960205
1,-0.08233334124088287
1,-0.019070956856012344
0,-6.113007545471191
1,-0.023914344608783722
0,-5.826779842376709
0,-5.884721755981445
1,-0.024920513853430748
0,-0.9755569100379944
0,-3.074444055557251
1,-0.0229890625923872
0,-6.112072944641113
1,-1.2769007682800293
1,-0.018868833780288696
0,-6.301220417022705
0,-4.973751068115234
0,-5.478966236114502
1,-0.02285216562449932
0,-6.134232997894287
1,-0.030024392530322075
1,-0.0138111412525177
0,-0.05985892191529274
1,-0.018437782302498817
0,-2.1121699810028076
1,-0.018739093095064163
1,-0.032799020409584045
1,-0.017619282007217407
0,-4.528252124786377
0,-5.945926666259766
0,-5.974327087402344
1,-0.03253722935914993
1,-0.02516443096101284
1,-0.018773723393678665
1,-0.030611081048846245
0,-4.394453525543213
1,-0.011754889972507954
0,-4.395290374755859
0,-5.18977689743042
1,-0.013924828730523586
